OBJECTID,statefp,countyfp,tractce,affgeoid,geoid,name,COUNTY,StateAbbr,StateDesc,Location,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,EPL_OZONE,EPL_PM,EPL_DSLPM,EPL_TOTCR,SPL_EBM_THEME1,RPL_EBM_DOM1,EPL_NPL,EPL_TRI,EPL_TSD,EPL_RMP,EPL_COAL,EPL_LEAD,SPL_EBM_THEME2,RPL_EBM_DOM2,EPL_PARK,EPL_HOUAGE,EPL_WLKIND,SPL_EBM_THEME3,RPL_EBM_DOM3,EPL_RAIL,EPL_ROAD,EPL_AIRPRT,SPL_EBM_THEME4,RPL_EBM_DOM4,EPL_IMPWTR,SPL_EBM_THEME5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,EPL_POV200,EPL_NOHSDP,EPL_UNEMP,EPL_RENTER,EPL_HOUBDN,EPL_UNINSUR,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,EPL_MOBILE,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,F_BPHIGH,F_ASTHMA,F_CANCER,F_MHLTH,F_DIABETES,F_HVM,RPL_HVM,E_OZONE,E_PM,E_DSLPM,E_TOTCR,E_NPL,E_TRI,E_TSD,E_RMP,E_COAL,E_LEAD,E_PARK,E_HOUAGE,E_WLKIND,E_RAIL,E_ROAD,E_AIRPRT,E_IMPWTR,EP_MINRTY,EP_POV200,EP_NOHSDP,EP_UNEMP,EP_RENTER,EP_HOUBDN,EP_UNINSUR,EP_NOINT,EP_AGE65,EP_AGE17,EP_DISABL,EP_LIMENG,EP_MOBILE,EP_GROUPQ,EP_BPHIGH,EP_ASTHMA,EP_CANCER,EP_MHLTH,EP_DIABETES,EPL_BPHIGH,EPL_ASTHMA,EPL_CANCER,EPL_DIABETES,EPL_MHLTH,SHAPE__Length,SHAPE__Area
69913,53,033,027701,1400000US53033027701,53033027701,277.01,King,WA,Washing,"Census Tract 277.01, King County, Washington","5,310.00",431.00,"4,688.00",0.64,0.16,0.44,0.12,0.00,0.10,0.61,0.46,1.18,0.22,0.00,0.54,0.00,0.00,0.00,0.00,0.54,0.28,0.56,0.36,0.49,1.42,0.37,0.00,0.00,0.00,0.00,0.00,0.30,0.30,0.30,3.43,0.04,0.24,0.24,0.24,0.36,0.24,0.15,0.54,0.63,0.28,0.27,2.46,0.28,0.91,0.22,0.49,0.55,2.18,0.65,0.72,0.66,1.38,0.81,6.26,0.40,0.00,0.00,1.00,0.00,0.00,1.00,0.20,0.00,6.83,0.49,30.22,0.00,20.84,0.00,0.00,0.00,0.00,60.33,49.45,9.20,0.00,0.00,0.00,19.46,11.70,22.98,5.20,2.30,12.70,30.48,4.20,10.30,25.60,17.70,12.30,1.70,6.10,0.80,28.40,9.40,8.80,10.80,9.20,0.29,0.40,0.91,0.31,0.15,"34,596.15","45,071,396.56"
69914,53,033,027702,1400000US53033027702,53033027702,277.02,King,WA,Washing,"Census Tract 277.02, King County, Washington","4,981.00",423.00,"1,436.00",0.54,0.11,0.34,0.07,0.00,0.12,0.62,0.47,1.21,0.23,0.00,0.46,0.00,0.00,0.94,0.00,1.40,0.65,0.51,0.44,0.79,1.74,0.64,0.00,0.00,0.00,0.00,0.00,0.28,0.28,0.28,4.63,0.18,0.07,0.07,0.07,0.22,0.10,0.02,0.16,0.22,0.17,0.21,1.11,0.06,0.97,0.12,0.75,0.32,2.16,0.64,0.66,0.51,1.17,0.72,4.52,0.16,0.00,0.00,1.00,0.00,0.00,1.00,0.20,0.00,6.99,0.50,30.33,0.00,9.89,0.00,0.00,11.67,0.00,78.53,56.47,5.79,0.00,0.00,0.00,17.14,4.30,16.29,2.80,0.80,5.10,18.72,3.00,8.70,31.70,14.80,16.50,0.50,3.40,0.30,29.10,9.00,9.40,9.60,9.00,0.33,0.28,0.95,0.28,0.06,"59,112.60","52,914,847.29"
69915,53,033,027800,1400000US53033027800,53033027800,278,King,WA,Washing,"Census Tract 278, King County, Washington","3,375.00",215.00,"1,020.00",0.44,0.08,0.24,0.04,0.00,0.15,0.85,0.77,1.77,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.76,0.43,1.72,0.63,0.00,0.00,0.00,0.00,0.00,0.45,0.45,0.45,3.95,0.08,0.18,0.18,0.18,0.05,0.15,0.58,0.10,0.20,0.16,0.17,1.41,0.10,0.94,0.19,0.49,0.44,2.05,0.54,0.50,0.38,0.88,0.54,4.53,0.16,0.00,0.00,1.00,0.00,0.00,1.00,0.20,0.00,7.19,0.79,37.62,0.00,0.00,0.00,0.00,0.00,0.00,69.29,82.37,10.39,0.00,0.00,0.00,40.75,8.90,7.05,3.60,5.50,3.90,18.19,2.80,7.50,27.60,16.90,12.20,1.00,0.70,0.10,29.60,8.90,9.50,9.60,9.00,0.36,0.26,0.95,0.28,0.06,"8,698.05","2,604,372.93"
69916,53,033,027900,1400000US53033027900,53033027900,279,King,WA,Washing,"Census Tract 279, King County, Washington","8,085.00",688.00,"13,302.00",1.12,0.42,1.12,0.61,0.00,0.16,0.89,0.82,1.87,0.50,0.00,0.00,0.00,0.78,0.00,0.00,0.78,0.40,0.39,0.60,0.07,1.06,0.11,0.00,0.52,0.93,1.46,0.72,0.70,0.70,0.70,5.86,0.45,0.63,0.63,0.63,0.35,0.63,0.79,0.80,0.64,0.61,0.14,3.97,0.60,0.36,0.56,0.49,0.83,2.24,0.70,0.46,0.59,1.04,0.68,7.88,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.22,0.89,39.04,0.00,0.00,0.00,11.75,0.00,0.00,100.00,69.95,15.58,0.00,56.02,18.33,83.09,43.70,22.85,13.10,8.00,21.70,30.83,8.80,6.70,13.30,22.90,12.30,7.40,0.50,0.50,27.60,10.00,6.90,13.30,9.90,0.25,0.57,0.54,0.40,0.42,"8,146.14","3,505,072.95"
69917,53,033,028000,1400000US53033028000,53033028000,280,King,WA,Washing,"Census Tract 280, King County, Washington","4,643.00",418.00,"2,847.00",1.81,0.75,1.41,0.79,0.00,0.16,0.91,0.92,2.00,0.55,0.00,0.00,0.00,0.97,0.00,0.00,0.97,0.53,0.39,0.49,0.13,1.01,0.09,0.00,0.77,0.99,1.76,0.92,0.70,0.70,0.70,6.44,0.58,0.80,0.80,0.80,0.71,0.82,0.55,0.90,0.84,0.57,0.22,4.61,0.74,0.18,0.84,0.55,0.90,2.47,0.85,0.59,0.55,1.14,0.71,9.02,0.83,0.00,1.00,0.00,1.00,0.00,2.00,0.40,0.00,7.24,0.95,43.45,0.00,0.00,0.00,96.82,0.00,0.00,100.00,60.59,14.61,0.00,100.00,100.00,83.09,70.00,41.83,20.40,5.20,27.80,40.74,8.20,8.90,9.90,27.80,13.10,12.30,1.70,0.40,27.60,11.10,5.20,17.00,11.10,0.25,0.81,0.21,0.55,0.80,"6,333.48","1,950,467.73"
69918,53,033,028100,1400000US53033028100,53033028100,281,King,WA,Washing,"Census Tract 281, King County, Washington","2,829.00",240.00,"1,930.00",1.48,0.61,1.48,0.83,0.00,0.16,0.95,0.94,2.05,0.57,0.00,0.29,0.00,0.88,0.00,0.00,1.17,0.57,0.39,0.75,0.18,1.32,0.28,0.00,0.77,0.99,1.76,0.92,0.72,0.72,0.72,7.02,0.70,0.83,0.83,0.83,0.58,0.71,0.83,0.74,0.74,0.50,0.58,4.67,0.75,0.07,0.49,0.37,0.89,1.83,0.35,0.56,0.71,1.27,0.76,8.61,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.24,1.14,44.38,0.00,0.11,0.00,42.12,0.00,0.00,100.00,81.44,14.00,0.00,100.00,100.00,85.94,75.90,33.90,15.50,8.70,18.90,35.45,7.00,19.00,7.10,22.00,10.70,11.20,1.30,1.20,26.30,9.80,4.60,14.30,10.00,0.18,0.52,0.12,0.41,0.54,"5,621.49","1,569,267.17"
69919,53,033,028200,1400000US53033028200,53033028200,282,King,WA,Washing,"Census Tract 282, King County, Washington","4,940.00",402.00,"3,280.00",1.82,0.76,1.42,0.80,0.00,0.16,0.95,0.91,2.02,0.56,0.00,0.61,0.00,0.00,0.00,0.00,0.61,0.31,0.39,0.41,0.33,1.13,0.14,0.44,0.77,0.97,2.18,0.96,0.73,0.73,0.73,6.66,0.63,0.81,0.81,0.81,0.75,0.74,0.44,0.89,0.68,0.73,0.44,4.68,0.75,0.20,0.56,0.35,0.88,1.99,0.48,0.68,0.55,1.23,0.75,8.71,0.79,0.00,1.00,0.00,1.00,0.00,2.00,0.40,0.00,7.22,1.17,42.79,0.00,35.75,0.00,0.00,0.00,0.00,100.00,54.02,12.11,24.56,100.00,50.44,86.83,70.70,44.70,16.90,4.40,27.10,32.37,11.40,14.90,10.40,22.90,10.40,10.30,4.20,0.40,28.90,11.00,4.80,16.20,11.60,0.32,0.79,0.15,0.61,0.73,"7,176.76","2,687,207.48"
69920,53,033,028300,1400000US53033028300,53033028300,283,King,WA,Washing,"Census Tract 283, King County, Washington","5,359.00",383.00,"8,788.00",1.44,0.60,1.44,0.81,0.00,0.16,0.94,0.94,2.04,0.57,0.95,0.73,0.92,0.88,0.98,0.00,4.46,1.00,0.39,0.38,0.38,1.15,0.15,0.67,0.72,0.90,2.29,0.97,0.73,0.73,0.73,10.67,1.00,0.73,0.73,0.73,0.34,0.51,0.83,0.47,0.57,0.18,0.11,3.02,0.39,0.36,0.31,0.28,0.83,1.79,0.32,0.53,0.45,0.98,0.65,6.52,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.20,1.13,44.44,12.41,70.79,1.37,41.13,46.65,0.00,100.00,51.44,11.28,77.02,97.29,5.50,86.79,57.60,22.38,10.10,8.90,11.00,28.49,3.10,5.70,13.30,19.40,9.50,7.70,1.00,0.20,24.60,9.10,5.90,12.20,9.10,0.12,0.31,0.33,0.29,0.29,"18,994.16","8,377,110.99"
69921,53,033,028402,1400000US53033028402,53033028402,284.02,King,WA,Washing,"Census Tract 284.02, King County, Washington","5,273.00",410.00,"15,319.00",1.98,0.81,1.58,0.88,0.00,0.16,0.95,0.96,2.07,0.58,0.00,0.29,0.00,0.77,0.83,0.00,1.89,0.85,0.40,0.62,0.29,1.32,0.28,0.26,0.52,0.99,1.77,0.92,0.71,0.71,0.71,7.75,0.83,0.81,0.81,0.81,0.72,0.63,0.47,0.77,0.91,0.60,0.33,4.41,0.70,0.29,0.72,0.10,0.88,1.99,0.49,0.52,0.66,1.18,0.72,8.40,0.75,0.00,1.00,0.00,1.00,0.00,2.00,0.40,0.00,7.23,1.17,46.46,0.00,0.17,0.00,9.09,0.17,0.00,99.44,71.74,12.67,0.31,54.78,99.97,84.65,71.40,42.12,12.90,4.60,20.20,46.18,8.60,11.70,12.10,25.40,6.50,10.90,0.90,0.80,27.50,10.60,5.10,15.70,10.90,0.24,0.72,0.19,0.52,0.69,"14,060.67","8,518,438.91"
69922,53,033,028403,1400000US53033028403,53033028403,284.03,King,WA,Washing,"Census Tract 284.03, King County, Washington","5,119.00",637.00,"6,741.00",1.62,0.68,1.62,0.89,0.00,0.16,0.95,0.95,2.06,0.57,0.00,0.63,0.00,0.74,0.97,0.00,2.34,0.90,0.39,0.75,0.21,1.34,0.30,0.34,0.64,0.99,1.96,0.94,0.72,0.72,0.72,8.42,0.91,0.79,0.79,0.79,0.53,0.47,0.46,0.76,0.67,0.29,0.34,3.52,0.50,0.67,0.29,0.72,0.78,2.46,0.84,0.84,0.51,1.35,0.80,8.12,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.21,1.17,45.66,0.00,42.79,0.00,5.50,34.82,0.00,100.00,81.55,13.72,9.68,81.56,89.31,85.65,68.60,31.32,9.20,4.50,19.80,32.16,4.40,12.00,18.50,19.00,15.90,5.50,14.30,0.30,31.70,10.30,6.80,14.10,11.50,0.49,0.65,0.52,0.59,0.52,"5,899.42","2,127,427.39"
69923,53,033,028500,1400000US53033028500,53033028500,285,King,WA,Washing,"Census Tract 285, King County, Washington","4,244.00",353.00,"2,781.00",0.84,0.26,0.84,0.38,0.00,0.16,0.93,0.97,2.06,0.58,0.00,0.00,0.00,0.67,0.00,0.00,0.67,0.34,0.39,0.47,0.33,1.19,0.18,0.00,0.30,0.99,1.29,0.62,0.70,0.70,0.70,5.91,0.46,0.74,0.74,0.74,0.26,0.59,0.43,0.74,0.69,0.73,0.19,3.63,0.53,0.16,0.66,0.09,0.84,1.75,0.29,0.00,0.00,0.00,0.00,6.12,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.23,1.05,47.49,0.00,0.00,0.00,1.38,0.00,0.00,100.00,59.13,12.17,0.00,15.86,100.00,83.09,59.40,18.46,12.00,4.30,18.90,32.76,11.50,7.90,9.50,24.30,6.40,8.00,0.00,0.00,26.60,9.80,6.20,13.60,9.60,0.20,0.52,0.39,0.36,0.46,"10,385.42","3,512,783.64"
69924,53,033,028600,1400000US53033028600,53033028600,286,King,WA,Washing,"Census Tract 286, King County, Washington","6,524.00",314.00,"3,963.00",0.70,0.18,0.50,0.15,0.00,0.16,0.90,0.93,1.98,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.54,0.35,1.28,0.24,0.00,0.20,0.94,1.14,0.55,0.43,0.43,0.43,4.83,0.22,0.34,0.34,0.34,0.18,0.31,0.46,0.68,0.74,0.27,0.36,2.99,0.39,0.92,0.22,0.67,0.32,2.13,0.61,0.00,0.00,0.00,0.00,5.46,0.28,0.00,0.00,1.00,0.00,0.00,1.00,0.20,0.00,7.21,0.90,43.63,0.00,0.00,0.00,0.00,0.00,0.00,100.00,64.76,11.72,0.00,2.75,21.14,37.00,17.50,14.24,6.30,4.50,16.90,35.00,4.10,12.60,25.90,17.60,15.00,0.50,0.00,0.00,28.90,9.00,9.20,10.10,9.30,0.32,0.28,0.94,0.32,0.09,"14,595.12","6,527,661.90"
69925,53,033,028700,1400000US53033028700,53033028700,287,King,WA,Washing,"Census Tract 287, King County, Washington","5,373.00",397.00,"2,126.00",0.63,0.15,0.63,0.23,0.00,0.16,0.93,0.96,2.05,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.82,0.27,1.47,0.42,0.00,0.00,0.97,0.97,0.47,0.70,0.70,0.70,5.19,0.29,0.59,0.59,0.59,0.25,0.49,0.71,0.12,0.36,0.33,0.08,2.34,0.25,0.44,0.30,0.23,0.61,1.59,0.19,0.55,0.78,1.33,0.79,5.85,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.24,1.02,46.31,0.00,0.00,0.00,0.00,0.00,0.00,100.00,86.63,13.00,0.00,0.00,48.15,83.09,38.50,17.95,9.70,6.80,4.30,22.27,4.80,4.80,14.70,19.20,8.80,2.30,1.20,1.90,26.80,9.60,7.10,12.30,9.10,0.21,0.46,0.59,0.29,0.30,"7,041.42","2,676,113.29"
69926,53,033,028801,1400000US53033028801,53033028801,288.01,King,WA,Washing,"Census Tract 288.01, King County, Washington","3,480.00",486.00,"4,805.00",1.11,0.41,1.11,0.60,0.00,0.17,0.94,0.96,2.06,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.74,0.29,1.41,0.36,0.00,0.49,0.98,1.47,0.72,0.70,0.70,0.70,5.65,0.40,0.70,0.70,0.70,0.38,0.78,0.20,0.47,0.74,0.60,0.63,3.79,0.56,0.57,0.30,0.38,0.80,2.06,0.54,0.62,0.98,1.60,0.93,8.15,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.25,1.07,46.16,0.00,0.00,0.00,0.00,0.00,0.00,100.00,80.86,12.72,0.00,49.53,73.21,83.20,53.20,24.18,18.70,2.70,10.90,34.99,8.60,20.30,16.80,19.20,10.80,6.40,2.30,27.10,27.10,9.20,6.90,12.90,8.80,0.22,0.34,0.54,0.25,0.37,"9,952.96","5,199,069.46"
69927,53,033,028802,1400000US53033028802,53033028802,288.02,King,WA,Washing,"Census Tract 288.02, King County, Washington","6,993.00",447.00,"8,773.00",1.74,0.73,1.74,0.94,0.00,0.16,0.94,0.94,2.05,0.57,0.00,0.55,0.00,0.73,0.94,0.00,2.22,0.88,0.39,0.57,0.37,1.33,0.28,0.39,0.77,0.98,2.14,0.96,0.72,0.72,0.72,8.44,0.92,0.82,0.82,0.82,0.75,0.80,0.36,0.82,0.88,0.75,0.16,4.52,0.72,0.15,0.93,0.17,0.92,2.17,0.64,0.72,0.74,1.47,0.86,8.97,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.22,1.11,44.89,0.00,22.75,0.00,4.66,13.85,0.00,100.00,67.15,11.42,16.29,100.00,75.63,86.12,73.20,44.39,19.60,3.80,22.70,43.56,12.10,7.20,9.30,30.90,7.80,14.70,6.10,1.50,28.30,10.30,5.20,14.90,10.90,0.29,0.65,0.21,0.52,0.61,"8,756.69","2,858,818.14"
69928,53,033,028901,1400000US53033028901,53033028901,289.01,King,WA,Washing,"Census Tract 289.01, King County, Washington","3,334.00",267.00,"3,543.00",0.66,0.16,0.46,0.13,0.00,0.17,0.93,0.95,2.05,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.49,0.10,0.97,0.08,0.00,0.35,0.00,0.35,0.12,0.34,0.34,0.34,3.72,0.06,0.45,0.45,0.45,0.16,0.24,0.67,0.84,0.65,0.47,0.28,3.32,0.46,0.80,0.13,0.34,0.58,1.86,0.37,0.00,0.59,0.59,0.32,6.21,0.40,0.00,0.00,1.00,0.00,0.00,1.00,0.20,0.00,7.26,1.06,44.98,0.00,0.00,0.00,0.00,0.00,0.00,100.00,60.52,15.08,0.00,24.23,0.00,25.26,25.30,13.61,5.20,6.30,23.80,31.30,6.60,10.50,21.30,15.30,10.20,2.00,0.00,0.50,28.90,9.40,8.40,11.50,9.90,0.32,0.40,0.87,0.40,0.22,"7,733.80","2,487,367.12"
69929,53,033,028902,1400000US53033028902,53033028902,289.02,King,WA,Washing,"Census Tract 289.02, King County, Washington","7,184.00",704.00,"4,818.00",1.52,0.63,1.12,0.60,0.00,0.17,0.94,0.96,2.07,0.58,0.96,0.00,0.00,0.00,0.00,0.00,0.96,0.53,0.39,0.39,0.21,0.98,0.08,0.00,0.76,0.00,0.76,0.32,0.71,0.71,0.71,5.48,0.36,0.82,0.82,0.82,0.78,0.82,0.73,0.82,0.84,0.90,0.07,4.96,0.80,0.08,0.85,0.10,0.87,1.90,0.41,0.00,0.79,0.79,0.47,8.47,0.76,0.00,1.00,0.00,1.00,0.00,2.00,0.40,0.00,7.28,1.10,45.90,19.84,0.00,0.00,0.00,0.00,0.00,100.00,52.22,13.70,0.00,99.90,0.00,84.01,73.80,47.14,20.40,7.10,22.50,40.53,17.80,4.50,7.30,28.10,6.70,9.60,0.00,2.10,28.20,11.20,5.10,17.20,11.60,0.28,0.82,0.19,0.61,0.81,"7,281.14","2,058,884.65"
69930,53,033,029001,1400000US53033029001,53033029001,290.01,King,WA,Washing,"Census Tract 290.01, King County, Washington","4,795.00",317.00,"1,917.00",1.07,0.39,0.87,0.40,0.00,0.17,0.92,0.93,2.02,0.56,0.93,0.58,0.00,0.00,0.00,0.00,1.51,0.69,0.39,0.42,0.29,1.09,0.12,0.00,0.20,0.00,0.20,0.07,0.38,0.38,0.38,5.21,0.30,0.52,0.52,0.52,0.26,0.51,0.27,0.50,0.51,0.39,0.25,2.69,0.32,0.95,0.24,0.82,0.59,2.61,0.91,0.62,0.82,1.44,0.84,7.25,0.57,0.00,0.00,1.00,0.00,0.00,1.00,0.20,0.00,7.28,1.00,43.83,2.75,29.02,0.00,0.00,0.00,0.00,100.00,54.29,12.67,0.00,2.75,0.00,29.80,32.10,18.49,10.00,3.20,11.80,26.40,5.50,9.70,28.90,18.10,18.10,2.10,2.20,2.50,32.90,9.60,9.90,11.70,11.00,0.56,0.46,0.97,0.54,0.24,"7,939.09","2,688,143.92"
69931,53,033,029003,1400000US53033029003,53033029003,290.03,King,WA,Washing,"Census Tract 290.03, King County, Washington","5,694.00",506.00,"6,957.00",1.56,0.65,1.36,0.76,0.00,0.17,0.94,0.95,2.05,0.57,0.99,0.78,0.00,0.00,0.00,0.00,1.77,0.79,0.39,0.34,0.35,1.08,0.12,0.00,0.72,0.00,0.72,0.29,0.70,0.70,0.70,6.32,0.55,0.74,0.74,0.74,0.68,0.85,0.60,0.77,0.91,0.87,0.07,4.74,0.76,0.17,0.30,0.69,0.91,2.06,0.55,0.63,0.64,1.27,0.76,8.81,0.81,0.00,1.00,0.00,0.00,0.00,1.00,0.20,0.00,7.27,1.08,45.15,86.81,85.94,0.00,0.00,0.00,0.00,100.00,47.40,11.70,0.00,96.78,0.00,83.09,59.50,40.10,22.50,5.60,20.10,46.26,16.10,4.30,9.80,19.10,15.20,12.90,2.40,0.70,25.10,10.50,5.10,15.30,9.90,0.13,0.70,0.19,0.40,0.65,"9,171.06","2,569,532.21"
69932,53,033,029004,1400000US53033029004,53033029004,290.04,King,WA,Washing,"Census Tract 290.04, King County, Washington","3,978.00",350.00,"3,142.00",2.12,0.86,1.52,0.85,0.00,0.17,0.94,0.93,2.03,0.56,1.00,0.81,0.00,0.00,0.00,0.00,1.81,0.80,0.39,0.60,0.04,1.03,0.09,0.00,0.77,0.00,0.77,0.32,0.71,0.71,0.71,6.34,0.56,0.78,0.78,0.78,0.91,0.97,0.68,0.79,0.89,0.90,0.56,5.70,0.92,0.03,0.97,0.32,0.96,2.29,0.74,0.85,0.64,1.49,0.87,10.26,0.96,0.00,1.00,0.00,1.00,1.00,3.00,0.60,0.00,7.25,1.08,43.61,100.00,94.10,0.00,0.00,0.00,0.00,100.00,69.53,16.17,0.00,100.00,0.00,84.29,66.00,59.83,40.00,6.40,20.90,44.75,17.80,18.30,5.10,34.50,10.00,21.30,15.30,0.70,27.10,12.30,4.40,20.50,12.60,0.22,0.92,0.10,0.70,0.95,"8,682.31","1,813,195.10"
69933,53,033,029101,1400000US53033029101,53033029101,291.01,King,WA,Washing,"Census Tract 291.01, King County, Washington","3,327.00",347.00,"1,399.00",1.05,0.38,1.05,0.55,0.00,0.16,0.94,0.93,2.03,0.56,0.99,0.70,0.00,0.00,0.00,0.00,1.69,0.75,0.39,0.09,0.36,0.84,0.04,0.49,0.76,0.00,1.26,0.60,0.73,0.73,0.73,6.54,0.60,0.77,0.77,0.77,0.50,0.67,0.87,0.43,0.86,0.21,0.17,3.72,0.55,0.27,0.78,0.17,0.80,2.01,0.50,0.00,0.00,0.00,0.00,6.50,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.23,1.07,44.03,84.73,60.80,0.00,0.00,0.00,0.00,100.00,15.61,11.67,34.18,99.93,0.00,86.82,64.90,30.12,14.10,9.80,10.20,42.39,3.50,7.60,11.70,26.40,7.80,6.20,0.00,0.00,23.00,9.10,5.10,12.20,8.60,0.07,0.31,0.19,0.23,0.29,"11,701.57","3,530,994.76"
69934,53,033,029102,1400000US53033029102,53033029102,291.02,King,WA,Washing,"Census Tract 291.02, King County, Washington","4,741.00",451.00,"1,931.00",1.11,0.42,1.11,0.60,0.00,0.16,0.93,0.93,2.02,0.56,1.00,0.77,0.00,0.00,0.00,0.00,1.76,0.78,0.39,0.70,0.25,1.34,0.29,0.00,0.77,0.00,0.77,0.32,0.72,0.72,0.72,6.61,0.62,0.73,0.73,0.73,0.26,0.68,0.09,0.36,0.27,0.55,0.26,2.46,0.28,0.40,0.28,0.73,0.81,2.22,0.68,0.55,0.84,1.40,0.82,6.81,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.23,1.06,43.67,99.98,82.29,0.00,0.00,0.00,0.00,100.00,77.54,13.17,0.00,100.00,0.00,86.51,56.90,18.40,14.60,1.80,8.70,19.94,7.80,9.90,14.00,18.80,16.10,6.70,1.20,3.00,26.90,9.90,6.20,13.50,9.40,0.21,0.54,0.39,0.33,0.44,"7,486.20","2,573,800.51"
69935,53,033,029203,1400000US53033029203,53033029203,292.03,King,WA,Washing,"Census Tract 292.03, King County, Washington","4,284.00",372.00,"7,054.00",1.84,0.76,1.44,0.81,0.00,0.13,0.91,0.93,1.97,0.54,0.00,0.86,0.92,0.98,0.00,0.00,2.75,0.95,0.39,0.36,0.03,0.78,0.03,0.79,0.77,0.00,1.56,0.78,0.73,0.73,0.73,7.78,0.84,0.75,0.75,0.75,0.64,0.74,0.09,0.84,0.81,0.52,0.51,4.15,0.64,0.12,0.29,0.40,0.77,1.58,0.18,0.00,0.98,0.98,0.64,7.45,0.60,0.00,1.00,0.00,1.00,0.00,2.00,0.40,0.00,7.06,0.93,43.62,0.00,100.00,1.01,100.00,0.00,0.00,100.00,49.38,16.42,100.00,100.00,0.00,86.83,60.50,37.37,16.60,1.80,23.50,38.73,7.40,16.90,8.40,19.00,11.10,5.20,0.00,25.90,28.20,11.20,5.20,18.10,11.40,0.28,0.82,0.21,0.58,0.86,"8,554.20","2,017,204.74"
69936,53,033,029204,1400000US53033029204,53033029204,292.04,King,WA,Washing,"Census Tract 292.04, King County, Washington","7,704.00",595.00,"3,839.00",1.32,0.53,1.32,0.74,0.00,0.13,0.85,0.87,1.86,0.50,0.00,0.84,0.97,0.88,0.00,0.00,2.69,0.94,0.39,0.19,0.42,1.00,0.09,0.63,0.77,0.00,1.40,0.68,0.73,0.73,0.73,7.68,0.82,0.72,0.72,0.72,0.51,0.53,0.52,0.77,0.68,0.73,0.03,3.77,0.56,0.10,0.66,0.10,0.83,1.68,0.24,0.00,0.66,0.66,0.37,6.83,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.04,0.80,41.16,0.00,98.74,35.21,41.54,0.00,0.00,99.84,31.08,10.54,67.43,100.00,0.00,86.83,55.60,30.38,10.50,5.00,20.00,32.69,11.50,2.70,8.00,24.30,6.50,7.40,0.00,0.80,22.80,10.20,4.80,15.00,9.10,0.07,0.62,0.15,0.29,0.62,"9,456.72","4,244,606.90"
69937,53,033,029205,1400000US53033029205,53033029205,292.05,King,WA,Washing,"Census Tract 292.05, King County, Washington","5,097.00",461.00,"2,994.00",1.23,0.48,1.23,0.68,0.00,0.15,0.92,0.91,1.99,0.55,0.99,0.81,0.00,0.72,0.00,0.00,2.51,0.92,0.39,0.06,0.16,0.61,0.01,0.69,0.77,0.00,1.45,0.71,0.73,0.73,0.73,7.29,0.76,0.73,0.73,0.73,0.45,0.54,0.30,0.69,0.66,0.81,0.21,3.65,0.53,0.29,0.41,0.08,0.81,1.60,0.19,0.70,0.00,0.70,0.40,6.67,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.17,1.00,42.80,68.18,92.73,0.00,4.19,0.00,0.00,100.00,10.31,14.28,81.73,100.00,0.00,86.83,57.40,27.25,10.80,3.40,17.00,31.65,13.80,8.50,12.20,20.80,6.20,6.70,4.80,0.00,24.00,9.80,5.30,13.60,8.50,0.10,0.52,0.22,0.22,0.46,"8,426.52","1,916,528.69"
